종목코드,종목명,종가,대비,등락률,EPS,PER,선행 EPS,선행 PER,BPS,PBR,주당배당금,배당수익률
"066590","우수AMS","2380","-70","-2.86",,,,,"2218","1.07","0","0.00"
"017370","우신시스템","3200","-5","-0.16",,,,,"5363","0.60","0","0.00"
"103840","우양","2605","-60","-2.25","92","28.32",,,"2924","0.89","0","0.00"
"046940","우원개발","3280","-60","-1.80","65","50.46",,,"5527","0.59","0","0.00"
"215380","우정바이오","2985","0","0.00",,,,,"2463","1.21","0","0.00"
"065680","우주일렉트로","13550","-800","-5.57","2005","6.76",,,"25889","0.52","400","2.95"
"105840","우진","8380","-120","-1.41",,,"502","16.70","7106","1.18","100","1.19"
"018620","우진비앤지","1540","-55","-3.45",,,,,"1078","1.43","0","0.00"
"010400","우진아이엔에스","5110","-90","-1.73",,,,,"14448","0.35","100","1.96"
"049800","우진플라임","3530","-35","-0.98","1126","3.13",,,"4106","0.86","50","1.42"
"016880","웅진","1185","5","0.42","289","4.10",,,"762","1.56","0","0.00"
"095720","웅진씽크빅","2400","-70","-2.83","381","6.30","334","7.19","3219","0.75","130","5.42"
"005820","원림","20550","0","0.00","685","30.00",,,"51925","0.40","250","1.22"
"307280","원바이오젠","1670","-15","-0.89",,,"241","6.92","733","2.28","0","0.00"
"053080","원방테크","8580","-250","-2.83","679","12.64",,,"11164","0.77","300","3.50"
"032940","원익","3960","30","0.76","1566","2.53",,,"11823","0.33","0","0.00"
"240810","원익IPS","24750","-500","-1.98","3007","8.23","1699","14.57","16597","1.49","300","1.21"
"074600","원익QnC","23400","-600","-2.50","2235","10.47","3812","6.14","11705","2.00","150","0.64"
"104830","원익머트리얼즈","28400","-950","-3.24","4188","6.78","6972","4.07","31113","0.91","400","1.41"
"014190","원익큐브","2025","-65","-3.11","297","6.82",,,"2677","0.76","0","0.00"
"217820","원익피앤이","7460","-290","-3.74","699","10.67",,,"4672","1.60","0","0.00"
"030530","원익홀딩스","3395","-65","-1.88","1430","2.37",,,"12713","0.27","0","0.00"
"012620","원일특강","9390","-420","-4.28","4266","2.20",,,"31361","0.30","250","2.66"
"382840","원준","16500","-1150","-6.52","526","31.37","1268","13.01","6388","2.58","0","0.00"
"336570","원텍","4645","-155","-3.23",,,"300","15.50",,,"0","0.00"
"376980","원티드랩","12550","-700","-5.28","405","30.99","1072","11.71","3514","3.57","0","0.00"
"008370","원풍","4965","-105","-2.07","438","11.34",,,"6859","0.72","170","3.42"
"008290","원풍물산","963","-15","-1.53",,,,,"553","1.74","0","0.00"
"101160","월덱스","18600","0","0.00","2026","9.18","2958","6.29","8700","2.14","60","0.32"
"336060","웨이버스","1510","-5","-0.33",,,,,"1938","0.78","0","0.00"
"095270","웨이브일렉트로","4220","140","3.43","4114","1.03",,,"5309","0.79","0","0.00"
"010600","웰바이오텍","1065","-40","-3.62",,,,,"559","1.91","0","0.00"
"065950","웰크론","3090","-165","-5.07","289","10.69",,,"2823","1.09","50","1.62"
"076080","웰크론한텍","4840","-250","-4.91",,,,,"3298","1.47","0","0.00"
"196700","웹스","3400","-205","-5.69","37","91.89",,,"2894","1.17","0","0.00"
"069080","웹젠","15250","400","2.69","2862","5.33","1656","9.21","16832","0.91","0","0.00"
"053580","웹케시","14500","0","0.00","1110","13.06","1197","12.12","7329","1.98","100","0.69"
"071460","위니아","2345","-75","-3.10","185","12.68",,,"2245","1.04","0","0.00"
"377460","위니아에이드","6300","-90","-1.41","2501","2.52","1844","3.42","9922","0.63","0","0.00"
"044340","위닉스","11200","-200","-1.75","1257","8.91",,,"12576","0.89","500","4.46"
"330350","위더스제약","9370","-140","-1.47","323","29.01",,,"6136","1.53","48","0.51"
"348350","위드텍","11250","-150","-1.32","1070","10.51",,,"9756","1.15","0","0.00"
"112040","위메이드","31550","-1250","-3.81","9319","3.39","2365","13.34","18883","1.67","650","2.06"
"101730","위메이드맥스","9580","-470","-4.68",,,,,"1456","6.58","0","0.00"
"123420","위메이드플레이","12400","-500","-3.88","1667","7.44",,,"18577","0.67","0","0.00"
"065370","위세아이텍","11000","-400","-3.51","680","16.18",,,"4171","2.64","150","1.36"
"038620","위즈코프","791","-10","-1.25",,,,,"1207","0.66","0","0.00"
"299900","위지윅스튜디오","17250","-100","-0.58",,,"189","91.04","4530","3.81","0","0.00"
"036090","위지트","621","-17","-2.66","112","5.54",,,"1399","0.44","0","0.00"
"136540","윈스","12700","-100","-0.78","1671","7.60",,,"12698","1.00","500","3.94"
"320000","윈텍","2265","-85","-3.62","36","62.92",,,"1141","1.99","0","0.00"
"097800","윈팩","1195","-5","-0.42",,,,,"1326","0.90","0","0.00"
"192390","윈하이텍","3250","-195","-5.66",,,,,"5259","0.62","0","0.00"
"313760","윌링스","6810","-190","-2.71",,,,,"7247","0.94","80","1.17"
"008600","윌비스","689","-6","-0.86",,,,,"1711","0.40","0","0.00"
"335870","윙스풋","3135","-35","-1.10",,,,,,,"0","0.00"
"033270","유나이티드제약","22750","-450","-1.94","1930","11.79",,,"20259","1.12","370","1.63"
"064510","유네코","2750","0","0.00",,,,,"1171","2.35","0","0.00"
"014830","유니드","81400","-1100","-1.33","20907","3.89",,,"114016","0.71","1700","2.09"
"446070","유니드비티플러스","8400","50","0.60",,,,,,,"0","0.00"
"036200","유니셈","5620","-210","-3.60","1297","4.33","1304","4.31","6222","0.90","120","2.14"
"018000","유니슨","1625","-40","-2.40",,,,,"635","2.56","0","0.00"
"000910","유니온","4705","-105","-2.18","564","8.34",,,"8391","0.56","125","2.66"
"047400","유니온머티리얼","2460","-55","-2.19","13","189.23",,,"1997","1.23","35","1.42"
"203450","유니온커뮤니티","3085","-30","-0.96","176","17.53",,,"2702","1.14","0","0.00"
"011330","유니켐","1215","-10","-0.82","52","23.37",,,"1521","0.80","30","2.47"
"077500","유니퀘스트","8250","-200","-2.37","2342","3.52",,,"11339","0.73","300","3.64"
"011320","유니크","4620","-115","-2.43","321","14.39",,,"5573","0.83","0","0.00"
"086390","유니테스트","10500","-500","-4.55",,,"416","25.22","7422","1.41","0","0.00"
"241690","유니테크노","3500","-130","-3.58","395","8.86",,,"3753","0.93","0","0.00"
"142210","유니트론텍","3775","-160","-4.07","547","6.90",,,"3932","0.96","75","1.99"
"048430","유라테크","7590","-170","-2.19","238","31.89",,,"10355","0.73","100","1.32"
"206650","유바이오로직스","8900","-370","-3.99",,,,,"3308","2.69","0","0.00"
"089850","유비벨록스","11800","-450","-3.67","1817","6.49",,,"13695","0.86","0","0.00"
"084440","유비온","1215","-45","-3.57","96","12.66",,,"132","9.20","0","0.00"
"032620","유비케어","5040","-110","-2.14","262","19.24",,,"2323","2.17","40","0.79"
"264450","유비쿼스","14700","-250","-1.67","2812","5.23",,,"12449","1.18","560","3.81"
"078070","유비쿼스홀딩스","16450","100","0.61","1214","13.55",,,"13634","1.21","350","2.13"
"002920","유성기업","2675","-35","-1.29","311","8.60",,,"10639","0.25","120","4.49"
"024800","유성티엔에스","2360","-70","-2.88","1282","1.84",,,"10713","0.22","0","0.00"
"000700","유수홀딩스","6400","-280","-4.19","991","6.46",,,"13108","0.49","400","6.25"
"054930","유신","32200","-750","-2.28","4035","7.98",,,"31434","1.02","750","2.33"
"069330","유아이디","1720","-135","-7.28","370","4.65",,,"1260","1.37","0","0.00"
"049520","유아이엘","3305","-160","-4.62",,,,,"6655","0.50","0","0.00"
"435380","유안타제10호스팩","2000","-15","-0.74",,,,,,,"0","0.00"
"367480","유안타제8호스팩","2070","0","0.00",,,,,,,"0","0.00"
"430700","유안타제9호스팩","2015","0","0.00",,,,,,,"0","0.00"
"003470","유안타증권","2395","-35","-1.44","719","3.33",,,"7421","0.32","180","7.52"
"003475","유안타증권우","2365","-15","-0.63",,,,,,,"230","9.73"
"263770","유에스티","3120","-100","-3.11","238","13.11",,,"2417","1.29","0","0.00"
"072130","유엔젤","3010","-50","-1.63","1271","2.37",,,"4368","0.69","0","0.00"
"000220","유유제약","6220","-170","-2.66",,,,,"6458","0.96","105","1.69"
"000225","유유제약1우","7680","-20","-0.26",,,,,,,"110","1.43"
"000227","유유제약2우B","15050","-50","-0.33",,,,,,,"110","0.73"
"388720","유일로보틱스","21100","-850","-3.87","701","30.10","625","33.77","3282","6.43","0","0.00"
"340930","유일에너테크","16150","-750","-4.44",,,"656","24.63","4335","3.73","0","0.00"
"023410","유진기업","3595","-55","-1.51","1079","3.33",,,"12368","0.29","170","4.73"
"056080","유진로봇","3880","-40","-1.02",,,,,"1043","3.72","0","0.00"
"373340","유진스팩6호","2150","5","0.23",,,,,,,"0","0.00"
"388800","유진스팩7호","2040","0","0.00",,,,,,,"0","0.00"
"413630","유진스팩8호","2015","0","0.00",,,,,,,"0","0.00"
"442130","유진스팩9호","2040","0","0.00",,,,,,,"0","0.00"
"084370","유진테크","22150","-950","-4.11","2694","8.22","2288","9.68","13091","1.69","270","1.22"
"001200","유진투자증권","2340","-55","-2.30","966","2.42",,,"10239","0.23","140","5.98"
"178780","유테크","1730","0","0.00",,,,,"393","4.40","0","0.00"
"179900","유티아이","25800","300","1.18","81","318.52",,,"3838","6.72","50","0.19"
"263050","유틸렉스","6640","-10","-0.15",,,,,"2481","2.68","0","0.00"
"000100","유한양행","57200","-300","-0.52","1431","39.97","1453","39.36","27069","2.11","400","0.70"
"000105","유한양행우","54600","-400","-0.73",,,,,,,"410","0.75"
"003460","유화증권","2230","-20","-0.89","156","14.29",,,"8013","0.28","130","5.83"
"003465","유화증권우","2460","0","0.00",,,,,,,"140","5.69"
"191410","육일씨엔에쓰","2915","-5","-0.17","307","9.50",,,"1670","1.75","0","0.00"
"372170","윤성에프앤씨","44400","-600","-1.33",,,"8059","5.51","5158","8.61","159","0.36"
"008730","율촌화학","36450","-750","-2.02","341","106.89",,,"13954","2.61","500","1.37"
"072770","율호","1355","-75","-5.24","49","27.65",,,"956","1.42","0","0.00"
"008250","이건산업","7140","-270","-3.64","1091","6.54",,,"17759","0.40","200","2.80"
"039020","이건홀딩스","3230","-100","-3.00","338","9.56",,,"7111","0.45","70","2.17"
"025820","이구산업","3130","35","1.13","630","4.97",,,"3669","0.85","50","1.60"
"067920","이글루","5710","70","1.24","773","7.39",,,"6129","0.93","160","2.80"
"044960","이글벳","5460","-220","-3.87","296","18.45",,,"3326","1.64","50","0.92"
"303530","이노뎁","12400","-50","-0.40",,,,,"5550","2.23","0","0.00"
"296640","이노룰스","9610","-80","-0.83","813","11.82","828","11.61","3492","2.75","25","0.26"
"302430","이노메트리","12850","-50","-0.39","395","32.53","900","14.28","5459","2.35","0","0.00"
"214320","이노션","41150","-750","-1.79","3294","12.49","4271","9.63","41003","1.00","1800","4.37"
"056090","이노시스","1180","0","0.00",,,,,"620","1.90","0","0.00"
"073490","이노와이어리스","34000","-550","-1.59","2250","15.11","3191","10.65","17602","1.93","250","0.74"
"215790","이노인스트루먼트","1255","-35","-2.71","253","4.96",,,"2321","0.54","0","0.00"
"246960","이노테라피","8560","-150","-1.72",,,,,"1810","4.73","0","0.00"
"088390","이녹스","22000","-50","-0.23","5877","3.74",,,"21267","1.03","0","0.00"
"272290","이녹스첨단소재","30300","-2150","-6.63","4184","7.24","4640","6.53","15712","1.93","350","1.16"
"053350","이니텍","3530","-50","-1.40","274","12.88",,,"6209","0.57","20","0.57"
"041520","이라이콤","5050","-300","-5.61","203","24.88",,,"17151","0.29","300","5.94"
"264850","이랜시스","2400","-45","-1.84","220","10.91",,,"1294","1.85","45","1.88"
"054210","이랜텍","11300","-400","-3.42","1363","8.29","2616","4.32","7521","1.50","100","0.88"
"164060","이루다","6300","0","0.00","197","31.98","499","12.61","2047","3.08","0","0.00"
"065440","이루온","2480","-10","-0.40","68","36.47",,,"1467","1.69","0","0.00"
"139480","이마트","98000","-7500","-7.11","56152","1.75","11593","8.45","369202","0.27","2000","2.04"
"115610","이미지스","1780","-55","-3.00","101","17.62",,,"560","3.18","0","0.00"
"078020","이베스트투자증권","5000","-170","-3.29","3047","1.64",,,"13709","0.36","600","12.00"
"131400","이브이첨단소재","953","0","0.00",,,,,"1084","0.88","0","0.00"
"351330","이삭엔지니어링","7930","-370","-4.46",,,"205","38.66","5421","1.46","0","0.00"
"080010","이상네트웍스","5180","-250","-4.60","655","7.91",,,"10695","0.48","100","1.93"
"086890","이수앱지스","5750","-190","-3.20","26","221.15",,,"2168","2.65","0","0.00"
"007660","이수페타시스","5630","-230","-3.92",,,"1573","3.58","1984","2.84","0","0.00"
"005950","이수화학","18200","-450","-2.41","3584","5.08",,,"10433","1.74","500","2.75"
"015020","이스타코","820","-37","-4.32","38","21.58",,,"1294","0.63","0","0.00"
"047560","이스트소프트","8800","-190","-2.11","484","18.18",,,"6196","1.42","0","0.00"
"067010","이씨에스","3435","15","0.44","427","8.04",,,"4243","0.81","150","4.37"
"093230","이아이디","862","-36","-4.01","60","14.37",,,"2670","0.32","0","0.00"
"101360","이엔드디","24150","-950","-3.78","992","24.34",,,"7068","3.42","0","0.00"
"102710","이엔에프테크놀로지","20200","-800","-3.81","1263","15.99",,,"23281","0.87","150","0.74"
"066980","이엔코퍼레이션","3595","175","5.12","564","6.37",,,"2462","1.46","0","0.00"
"074610","이엔플러스","4725","95","2.05",,,,,"1405","3.36","0","0.00"
"063760","이엘피","3420","-75","-2.15",,,,,"7619","0.45","60","1.75"
"123570","이엠넷","4080","-70","-1.69","1180","3.46",,,"4060","1.00","200","4.90"
"083470","이엠앤아이","5210","-240","-4.40",,,,,"409","12.74","0","0.00"
"095190","이엠코리아","3020","-60","-1.95",,,,,"2086","1.45","0","0.00"
"091120","이엠텍","21550","-900","-4.01","2225","9.69",,,"14890","1.45","150","0.70"
"102460","이연제약","21650","-700","-3.13","305","70.98",,,"13436","1.61","250","1.15"
"039030","이오테크닉스","66600","-3300","-4.72","5882","11.32","7149","9.32","39144","1.70","900","1.35"
"294090","이오플로우","15000","-800","-5.06",,,,,"741","20.24","0","0.00"
"088290","이원컴포텍","7070","-10","-0.14",,,,,"2163","3.27","0","0.00"
"084680","이월드","1510","-40","-2.58",,,,,"1689","0.89","0","0.00"
"181340","이즈미디어","2705","0","0.00",,,,,"1292","2.09","0","0.00"
"353810","이지바이오","4025","-135","-3.25","319","12.62",,,"1257","3.20","75","1.86"
"099750","이지케어텍","19600","200","1.03",,,,,"5056","3.88","0","0.00"
"377330","이지트로닉스","9960","-240","-2.35","16","622.50","242","41.23","3346","2.98","0","0.00"
"035810","이지홀딩스","2810","-70","-2.43","366","7.68",,,"8063","0.35","50","1.78"
"160600","이큐셀","3100","0","0.00","83","37.35",,,"1183","2.62","0","0.00"
"092130","이크레더블","16050","-1150","-6.69","1156","13.88","1270","12.63","5260","3.05","2720","16.95"
"096040","이트론","146","-4","-2.67",,,,,"132","1.11","0","0.00"
"134060","이퓨쳐","5650","-180","-3.09","390","14.49",,,"4554","1.24","0","0.00"
"001840","이화공영","3835","-135","-3.40",,,,,"2308","1.66","0","0.00"
"000760","이화산업","15750","-650","-3.96","16817","0.94",,,"52259","0.30","0","0.00"
"024810","이화전기","638","-26","-3.92","308","2.07",,,"2780","0.23","0","0.00"
"014990","인디에프","1510","-70","-4.43",,,,,"537","2.81","0","0.00"
"041830","인바디","20200","200","1.00","2613","7.73","2631","7.68","14104","1.43","200","0.99"
"352940","인바이오","4265","-55","-1.27","493","8.65",,,"4593","0.93","0","0.00"
"101140","인바이오젠","775","-41","-5.02","1753","0.44",,,"2607","0.30","0","0.00"
"079950","인베니아","1485","-100","-6.31","561","2.65",,,"2443","0.61","0","0.00"
"389470","인벤티지랩","9780","-270","-2.69",,,,,"3713","2.63","0","0.00"
"277410","인산가","1780","-15","-0.84","209","8.52",,,"1556","1.14","80","4.49"
"060150","인선이엔티","8270","-160","-1.90","535","15.46","734","11.26","7249","1.14","0","0.00"
"033230","인성정보","2130","0","0.00","26","81.92",,,"1871","1.14","0","0.00"
"006490","인스코비","1290","-50","-3.73","50","25.80",,,"604","2.14","0","0.00"
"037330","인지디스플레","1645","-50","-2.95","113","14.56",,,"4273","0.38","50","3.04"
"100030","인지소프트","17800","-400","-2.20","3487","5.10",,,"16734","1.06","0","0.00"
"023800","인지컨트롤스","6990","-190","-2.65","234","29.87",,,"12678","0.55","150","2.15"
"034590","인천도시가스","27900","-800","-2.79","901","30.97",,,"46433","0.60","1250","4.48"
"211050","인카금융서비스","6740","-270","-3.85","1824","3.70",,,"4615","1.46","0","0.00"
"083640","인콘","1095","-60","-5.19",,,,,"2043","0.54","0","0.00"
"216050","인크로스","15200","-150","-0.98","1858","8.18","1586","9.59","8089","1.88","722","4.75"
"049070","인탑스","27750","-1450","-4.97","4436","6.26","4847","5.73","32446","0.86","470","1.69"
"119610","인터로조","28200","-150","-0.53","1561","18.07","2257","12.50","13975","2.02","450","1.60"
"017250","인터엠","1160","25","2.20",,,,,"1452","0.80","0","0.00"
"129260","인터지스","2800","-115","-3.95","519","5.39",,,"7246","0.39","100","3.57"
"051370","인터플렉스","9130","-310","-3.28",,,"1708","5.35","7683","1.19","0","0.00"
"064290","인텍플러스","13750","-100","-0.72","1847","7.44","1895","7.26","4156","3.31","200","1.45"
"189300","인텔리안테크","68000","-1200","-1.73","752","90.43","3740","18.18","18155","3.75","100","0.15"
"150840","인트로메딕","5850","0","0.00",,,,,"1351","4.33","0","0.00"
